nome_cliente;Plano;dt_desativacao_sac;dt_cadastro_sac;st_diavencimento_sac;tipo_pagamento;campo1;st_estado_sac;Valor_produto;Pacote_de_mensagem;MRR
92876;Sea;;02/10/2022;15;Boleto;;AP;1000;;1000
92877;Sea;10/24/2022;02/09/2022;10;Cartão de crédito;;SP;1000;;1000
92878;Sea;07/12/2022;02/09/2022;10;Cartão de crédito;;MG;1000;;1000
92879;Sea;;02/09/2022;10;Boleto;;PR;1000;;1000
92880;Sea;04/11/2022;02/09/2022;10;Cartão de crédito;;PR;1000;;1000
92881;Sea;08/08/2022;02/09/2022;10;Boleto;;RJ;1000;;1000
92882;Sea;04/13/2023;02/09/2022;10;Cartão de crédito;;SP;1000;;1000
92883;Sea;03/09/2022;02/09/2022;10;Cartão de crédito;;SC;1000;;1000
92884;Sea;04/12/2022;02/09/2022;10;Cartão de crédito;;SP;1000;;1000
92885;Sea;04/07/2022;02/09/2022;10;Cartão de crédito;;RS;1000;;1000
92886;Sea;01/05/2023;02/09/2022;10;Boleto;;SP;1000;;1000
92887;Sea;11/10/2022;02/09/2022;10;Cartão de crédito;;PR;1000;;1000
92888;Sea;;02/09/2022;10;Boleto;;CE;1000;;1000
92889;Sea;03/14/2022;02/08/2022;10;Cartão de crédito;;PR;1000;;1000
92890;Sea;;02/08/2022;10;Cartão de crédito;;MG;1000;;1000
92891;Sea;10/10/2022;02/08/2022;10;Cartão de crédito;;SP;1000;;1000
92892;Sea;;02/08/2022;10;Cartão de crédito;;SP;1000;;1000
92893;Sea;;02/08/2022;15;Boleto;;ES;1000;;1000
92894;Sea;;02/08/2022;10;Cartão de crédito;;SP;1000;;1000
92895;Sea;;02/08/2022;10;Cartão de crédito;;SP;1000;;1000
92896;Sea;;02/08/2022;10;Boleto;;SP;1000;;1000
92897;Sea;;02/08/2022;10;Boleto;;SC;1000;;1000
92898;Sea;03/08/2023;02/08/2022;10;Boleto;;SP;1000;;1000
92899;Sea;02/13/2023;02/08/2022;10;Boleto;;ES;1000;;1000
92900;Sea;;02/07/2022;10;Cartão de crédito;;SP;1000;;1000
92901;Sea;02/08/2022;02/07/2022;10;Boleto;;CE;1000;;1000
92902;Sea;04/25/2022;02/07/2022;10;Boleto;;SP;1000;;1000
92903;Sea;08/02/2022;02/07/2022;10;Boleto;;SP;1000;;1000
92902;Sea;02/07/2022;02/07/2022;7;Boleto;;SP;1000;;1000
92904;Sea;04/04/2022;02/07/2022;10;Boleto;;SC;1000;;1000
92905;Sea;;02/07/2022;10;Boleto;;RS;1000;;1000
92906;Sea;02/06/2023;02/07/2022;10;Boleto;;SP;1000;;1000
92907;Sea;;02/07/2022;15;Cartão de crédito;;SP;1000;;1000
92908;Sea;;02/07/2022;10;Boleto;;CE;1000;;1000
92909;Sea;03/10/2022;02/07/2022;10;Boleto;;PR;1000;;1000
92910;Sea;;02/07/2022;10;Boleto;;SP;1000;;1000
92911;Sea;04/01/2022;02/05/2022;10;Cartão de crédito;;DF;1000;;1000
92912;Sea;04/05/2022;02/04/2022;5;Boleto;;SC;1000;;1000
92913;Sea;;02/04/2022;5;Cartão de crédito;;RS;1000;;1000
92914;Sea;03/11/2022;02/04/2022;5;Boleto;;SP;1000;;1000
92915;Sea;02/25/2022;02/04/2022;5;Boleto;;SC;1000;;1000
92916;Sea;04/05/2022;02/04/2022;5;Boleto;;MT;1000;;1000
92917;Sea;03/02/2022;02/04/2022;5;Boleto;;SP;1000;;1000
92918;Sea;07/04/2022;02/04/2022;5;Boleto;;SP;1000;;1000
92919;Sea;08/05/2022;02/04/2022;5;Boleto;;RJ;1000;;1000
92920;Sea;;02/04/2022;5;Boleto;;PR;1000;;1000
92921;Sea;02/17/2022;02/04/2022;5;Cartão de crédito;;DF;1000;;1000
92922;Sea;03/14/2022;02/04/2022;10;Boleto;;SP;1000;;1000
92862;Sea;02/10/2022;02/04/2022;5;Cartão de crédito;;ES;1000;;1000
92923;Sea;02/11/2022;02/04/2022;5;Boleto;;SP;1000;;1000
92924;Sea;04/05/2022;02/04/2022;5;Cartão de crédito;;RS;1000;;1000
92925;Sea;04/14/2023;02/03/2022;5;Cartão de crédito;;RJ;1000;;1000
92926;Sea;;02/03/2022;5;Boleto;;SP;1000;;1000
92927;Sea;08/26/2022;02/03/2022;5;Boleto;;CE;1000;;1000
92928;Sea;07/07/2022;02/03/2022;5;Cartão de crédito;;SC;1000;;1000
92929;Sea;09/02/2022;02/03/2022;5;Cartão de crédito;;SP;1000;;1000
92930;Sea;04/29/2022;02/03/2022;5;Boleto;;SP;1000;;1000
92931;Sea;;02/03/2022;25;Boleto;;SC;1000;;1000
92932;Sea;;02/03/2022;5;Cartão de crédito;;SP;1000;;1000
92933;Sea;;02/03/2022;5;Cartão de crédito;;SP;1000;;1000
92933;Sea;02/04/2022;02/03/2022;5;Boleto;;SP;1000;;1000
92934;Sea;;02/03/2022;5;Boleto;;SP;1000;;1000
92935;Sea;01/02/2023;02/03/2022;5;Cartão de crédito;;SP;1000;;1000
92936;Sea;;02/03/2022;5;Cartão de crédito;;SP;1000;;1000
92937;Sea;02/03/2022;02/03/2022;5;Boleto;;SP;1000;;1000
92938;Sea;02/07/2023;02/03/2022;5;Boleto;;SP;1000;;1000
92939;Sea;02/03/2023;02/02/2022;5;Boleto;;RN;1000;;1000
92940;Sea;07/06/2022;02/02/2022;5;Cartão de crédito;;PE;1000;;1000
92941;Sea;10/13/2022;02/02/2022;17;Boleto;;PR;1000;;1000
92942;Sea;04/03/2023;02/02/2022;5;Cartão de crédito;;MG;1000;;1000
92943;Sea;;02/02/2022;5;Cartão de crédito;;SP;1000;;1000
92944;Sea;05/05/2022;02/02/2022;5;Boleto;;GO;1000;;1000
92945;Sea;;02/02/2022;5;Boleto;;MG;1000;;1000
92946;Sea;03/22/2022;02/02/2022;20;Boleto;;CE;1000;;1000
92947;Sea;04/05/2022;02/02/2022;5;Cartão de crédito;;BA;1000;;1000
92948;Sea;04/05/2022;02/02/2022;5;Cartão de crédito;;PR;1000;;1000
92949;Sea;02/02/2022;02/02/2022;5;Cartão de crédito;;SP;1000;;1000
92950;Sea;;02/01/2022;5;Cartão de crédito;;SP;1000;;1000
92951;Sea;12/02/2022;02/01/2022;5;Boleto;;RJ;1000;;1000
92952;Sea;04/05/2022;02/01/2022;5;Cartão de crédito;;PR;1000;;1000
92953;Sea;06/10/2022;02/01/2022;5;Cartão de crédito;;SP;1000;;1000
92954;Sea;05/04/2022;02/01/2022;5;Boleto;;MG;1000;;1000
92955;Sea;;02/01/2022;5;Boleto;;SP;1000;;1000
92956;Sea;;02/01/2022;5;Boleto;;SP;1000;;1000
92957;Sea;03/09/2022;02/01/2022;5;Boleto;;PR;1000;;1000
92958;Sea;;02/01/2022;5;Boleto;;SP;1000;;1000
92959;Sea;02/04/2022;02/01/2022;5;Boleto;;PR;1000;;1000
92960;Sea;02/13/2023;02/01/2022;5;Boleto;;BA;1000;;1000
92961;Sea;04/05/2022;02/01/2022;5;Boleto;;SP;1000;;1000
92962;Sea;;02/01/2022;5;Cartão de crédito;;SP;1000;;1000
92963;Sea;;02/01/2022;5;Boleto;;RJ;1000;;1000
92964;Sea;;02/01/2022;5;Boleto;;PB;1000;;1000
92965;Sea;;02/01/2022;5;Boleto;;RJ;1000;;1000
92966;Sea;03/03/2022;02/01/2022;5;Cartão de crédito;;SP;1000;;1000
92967;Sea;03/31/2023;02/01/2022;5;Boleto;;SP;1000;;1000
92968;Sea;;02/01/2022;5;Boleto;;RS;1000;;1000
92969;Sea;08/19/2022;02/01/2022;5;Boleto;;SP;1000;;1000
92970;Sea;;02/01/2022;5;Boleto;;SP;1000;;1000
93120;Sea;02/04/2022;01/12/2022;15;Cartão de crédito;;PR;1000;;1000
93121;Sea;03/17/2022;01/12/2022;15;Cartão de crédito;;SP;1000;;1000
93122;Sea;03/17/2022;01/12/2022;15;Boleto;;MA;1000;;1000
93123;Sea;03/17/2022;01/12/2022;15;Boleto;;MG;1000;;1000
93124;Sea;03/16/2023;01/12/2022;15;Cartão de crédito;;MG;1000;;1000
93125;Sea;;01/12/2022;15;Boleto;;AM;1000;;1000
93126;Sea;;01/12/2022;15;Boleto;;MG;1000;;1000
93127;Sea;02/22/2022;01/10/2022;15;Cartão de crédito;;PA;1000;;1000
93128;Sea;09/15/2022;01/10/2022;24;Boleto;;SP;1000;;1000
93129;Sea;;01/10/2022;15;Cartão de crédito;;MG;1000;;1000
93130;Sea;;01/10/2022;15;Cartão de crédito;;MG;1000;;1000
93131;Sea;02/23/2023;01/10/2022;15;Boleto;;RJ;1000;;1000
93132;Sea;06/22/2022;01/09/2022;10;Boleto;;RS;1000;;1000
93133;Sea;10/17/2022;01/08/2022;10;Cartão de crédito;;AL;1000;;1000
93134;Sea;;01/07/2022;10;Cartão de crédito;;CE;1000;;1000
93135;Sea;;01/07/2022;10;Cartão de crédito;;GO;1000;;1000
93136;Sea;;01/07/2022;10;Cartão de crédito;;RS;1000;;1000
93137;Sea;05/27/2022;01/07/2022;10;Cartão de crédito;;SP;1000;;1000
93138;Sea;;01/07/2022;10;Boleto;;SP;1000;;1000
93139;Sea;12/05/2022;01/07/2022;10;Cartão de crédito;;SP;1000;;1000
93140;Sea;11/24/2022;01/06/2022;10;Boleto;;MG;1000;;1000
93141;Sea;03/15/2022;01/06/2022;10;Cartão de crédito;;MG;1000;;1000
93142;Sea;03/16/2023;01/06/2022;10;Cartão de crédito;;SP;1000;;1000
93143;Sea;;01/05/2022;10;Cartão de crédito;;SE;1000;;1000
93144;Sea;01/13/2022;01/05/2022;10;Cartão de crédito;;PR;1000;;1000
93145;Sea;04/25/2022;01/05/2022;10;Cartão de crédito;;SP;1000;;1000
93146;Sea;07/12/2022;01/05/2022;10;Cartão de crédito;;SP;1000;;1000
93147;Sea;03/27/2023;01/05/2022;10;Cartão de crédito;;SP;1000;;1000
93148;Sea;11/22/2022;01/04/2022;5;Cartão de crédito;;PI;1000;;1000
93149;Sea;05/13/2022;01/04/2022;5;Cartão de crédito;;MG;1000;;1000
93150;Sea;;01/04/2022;5;Boleto;;SP;1000;;1000
93151;Sea;04/05/2022;01/03/2022;5;Cartão de crédito;;MG;1000;;1000
93152;Sea;01/11/2022;01/03/2022;5;Cartão de crédito;;DF;1000;;1000
93153;Sea;01/04/2022;01/03/2022;5;Cartão de crédito;;SP;1000;;1000
93154;Sea;01/03/2022;01/03/2022;5;Cartão de crédito;;DF;1000;;1000
93155;Sea;04/19/2022;01/03/2022;17;Boleto;;AL;1000;;1000
93154;Sea;01/03/2022;01/03/2022;5;Cartão de crédito;;DF;1000;;1000
93153;Sea;01/03/2022;01/03/2022;5;Cartão de crédito;;SP;1000;;1000
93154;Sea;01/03/2022;01/03/2022;5;Cartão de crédito;;DF;1000;;1000
93156;Sea;03/29/2022;01/03/2022;5;Cartão de crédito;;MS;1000;;1000
93262;Sea;;12/10/2021;15;Cartão de crédito;;RJ;1000;;1000
93263;Sea;12/29/2021;12/10/2021;15;Cartão de crédito;;MS;1000;;1000
93264;Sea;12/29/2021;12/10/2021;15;Boleto;;SP;1000;;1000
93265;Sea;01/31/2023;12/10/2021;15;Cartão de crédito;;SC;1000;;1000
93266;Sea;06/07/2022;12/10/2021;15;Boleto;;GO;1000;;1000
93267;Sea;02/07/2022;12/10/2021;15;Cartão de crédito;;RJ;1000;;1000
93268;Sea;;12/10/2021;15;Cartão de crédito;;SP;1000;;1000
93269;Sea;;12/10/2021;15;Cartão de crédito;;SP;1000;;1000
93270;Sea;12/16/2021;12/10/2021;15;Cartão de crédito;;SP;1000;;1000
93271;Sea;;12/10/2021;15;Cartão de crédito;;SC;1000;;1000
93272;Sea;01/10/2022;12/10/2021;15;Cartão de crédito;;CE;1000;;1000
93273;Sea;07/18/2022;12/10/2021;15;Cartão de crédito;;PE;1000;;1000
93274;Sea;05/02/2022;12/09/2021;10;Boleto;;RJ;1000;;1000
93275;Sea;09/21/2022;12/09/2021;10;Cartão de crédito;;PR;1000;;1000
93274;Sea;12/09/2021;12/09/2021;10;Boleto;;RJ;1000;;1000
93276;Sea;;12/09/2021;10;Cartão de crédito;;RS;1000;;1000
93277;Sea;03/21/2023;12/09/2021;10;Cartão de crédito;;SC;1000;;1000
93278;Sea;;12/09/2021;10;Boleto;;ES;1000;;1000
93279;Sea;02/09/2023;12/09/2021;10;Cartão de crédito;;SP;1000;;1000
93280;Sea;02/15/2023;12/09/2021;10;Cartão de crédito;;RS;1000;;1000
93281;Sea;;12/09/2021;27;Boleto;;MG;1000;;1000
93282;Sea;01/02/2023;12/09/2021;10;Cartão de crédito;;RS;1000;;1000
93283;Sea;06/23/2022;12/09/2021;10;Cartão de crédito;;RJ;1000;;1000
93153;Sea;;12/09/2021;10;Cartão de crédito;;SP;1000;;1000
93153;Sea;12/10/2021;12/09/2021;10;Cartão de crédito;;SP;1000;;1000
93284;Sea;;12/09/2021;10;Cartão de crédito;;SP;1000;;1000
93285;Sea;12/10/2021;12/09/2021;10;Cartão de crédito;;SP;1000;;1000
93286;Sea;12/10/2021;12/09/2021;10;Cartão de crédito;;SP;1000;;1000
93287;Sea;12/10/2021;12/09/2021;10;Cartão de crédito;;SP;1000;;1000
93288;Sea;12/10/2021;12/09/2021;10;Cartão de crédito;;SP;1000;;1000
93289;Sea;12/10/2021;12/09/2021;10;Cartão de crédito;;DF;1000;;1000
93153;Sea;12/10/2021;12/09/2021;10;Cartão de crédito;;SP;1000;;1000
92177;Sea;12/10/2021;12/09/2021;10;Cartão de crédito;;SP;1000;;1000
93290;Sea;12/10/2021;12/09/2021;10;Cartão de crédito;;SP;1000;;1000
93291;Sea;12/10/2021;12/08/2021;10;Cartão de crédito;;DF;1000;;1000
93292;Sea;12/10/2021;12/08/2021;10;Cartão de crédito;;DF;1000;;1000
93286;Sea;12/10/2021;12/08/2021;10;Cartão de crédito;;DF;1000;;1000
93286;Sea;12/10/2021;12/08/2021;10;Cartão de crédito;;DF;1000;;1000
93153;Sea;12/10/2021;12/08/2021;10;Cartão de crédito;;SP;1000;;1000
93293;Sea;12/10/2021;12/08/2021;10;Cartão de crédito;;DF;1000;;1000
93153;Sea;12/10/2021;12/08/2021;10;Cartão de crédito;;SP;1000;;1000
93294;Sea;12/10/2021;12/08/2021;10;Cartão de crédito;;DF;1000;;1000
93295;Sea;12/10/2021;12/08/2021;10;Cartão de crédito;;DF;1000;;1000
93295;Sea;12/10/2021;12/08/2021;10;Cartão de crédito;;DF;1000;;1000
93296;Sea;12/10/2021;12/08/2021;10;Cartão de crédito;;DF;1000;;1000
93297;Sea;12/15/2021;12/08/2021;10;Cartão de crédito;;SC;1000;;1000
93296;Sea;12/10/2021;12/08/2021;10;Cartão de crédito;;DF;1000;;1000
93298;Sea;12/10/2021;12/08/2021;10;Cartão de crédito;;DF;1000;;1000
93299;Sea;12/10/2021;12/08/2021;10;Cartão de crédito;;DF;1000;;1000
93300;Sea;12/10/2021;12/08/2021;10;Cartão de crédito;;DF;1000;;1000
93301;Sea;12/10/2021;12/08/2021;10;Cartão de crédito;;DF;1000;;1000
93302;Sea;12/10/2021;12/08/2021;10;Cartão de crédito;;RJ;1000;;1000
93303;Sea;12/10/2021;12/08/2021;10;Cartão de crédito;;RO;1000;;1000
93304;Sea;03/15/2022;12/08/2021;10;Cartão de crédito;;MG;1000;;1000
93305;Sea;12/09/2022;12/08/2021;10;Boleto;;SP;1000;;1000
93306;Sea;12/10/2021;12/08/2021;10;Cartão de crédito;;SP;1000;;1000
93307;Sea;05/10/2022;12/08/2021;10;Cartão de crédito;;PB;1000;;1000
93308;Sea;;12/07/2021;10;Cartão de crédito;;SP;1000;;1000
93153;Sea;12/10/2021;12/07/2021;10;Cartão de crédito;;SP;1000;;1000
93309;Sea;12/13/2021;12/07/2021;10;Cartão de crédito;;SP;1000;;1000
93310;Sea;04/08/2022;12/07/2021;10;Cartão de crédito;;PE;1000;;1000
93311;Sea;11/04/2022;12/07/2021;10;Cartão de crédito;;SP;1000;;1000
93312;Sea;;12/07/2021;10;Boleto;;MG;1000;;1000
93313;Sea;12/07/2021;12/06/2021;10;Cartão de crédito;;RS;1000;;1000
93314;Sea;12/07/2021;12/06/2021;10;Cartão de crédito;;SP;1000;;1000
93315;Sea;02/08/2022;12/06/2021;8;Cartão de crédito;;Florida;1000;;1000
93316;Sea;03/15/2022;12/06/2021;10;Cartão de crédito;;DF;1000;;1000
93317;Sea;12/10/2021;12/04/2021;5;Cartão de crédito;;DF;1000;;1000
93318;Sea;12/10/2021;12/04/2021;5;Cartão de crédito;;DF;1000;;1000
93319;Sea;01/17/2022;12/03/2021;5;Cartão de crédito;;SC;1000;;1000
93320;Sea;05/05/2022;12/03/2021;5;Boleto;;CE;1000;;1000
93153;Sea;12/10/2021;12/03/2021;5;Cartão de crédito;;SP;1000;;1000
93321;Sea;02/25/2022;12/03/2021;5;Cartão de crédito;;SP;1000;;1000
93153;Sea;12/10/2021;12/03/2021;5;Cartão de crédito;;SP;1000;;1000
93153;Sea;12/10/2021;12/03/2021;5;Cartão de crédito;;SP;1000;;1000
93153;Sea;12/10/2021;12/03/2021;5;Cartão de crédito;;SP;1000;;1000
93301;Sea;12/03/2021;12/03/2021;5;Cartão de crédito;;SP;1000;;1000
93301;Sea;12/03/2021;12/03/2021;5;Cartão de crédito;;SP;1000;;1000
93301;Sea;12/03/2021;12/03/2021;5;Cartão de crédito;;SP;1000;;1000
93301;Sea;12/03/2021;12/03/2021;5;Cartão de crédito;;SP;1000;;1000
93301;Sea;12/03/2021;12/03/2021;5;Cartão de crédito;;SP;1000;;1000
93301;Sea;12/03/2021;12/03/2021;5;Cartão de crédito;;SP;1000;;1000
93301;Sea;12/03/2021;12/03/2021;3;Cartão de crédito;;SP;1000;;1000
93301;Sea;12/03/2021;12/03/2021;3;Cartão de crédito;;SP;1000;;1000
93301;Sea;12/03/2021;12/03/2021;3;Cartão de crédito;;SP;1000;;1000
93301;Sea;12/03/2021;12/03/2021;3;Cartão de crédito;;SP;1000;;1000
93322;Sea;;12/03/2021;5;Cartão de crédito;;SP;1000;;1000
93323;Sea;12/03/2021;12/02/2021;5;Cartão de crédito;;SP;1000;;1000
93324;Sea;;12/02/2021;5;Cartão de crédito;;SC;1000;;1000
93323;Sea;12/03/2021;12/02/2021;5;Cartão de crédito;;SP;1000;;1000
93323;Sea;12/03/2021;12/02/2021;5;Cartão de crédito;;SP;1000;;1000
93323;Sea;12/03/2021;12/02/2021;5;Cartão de crédito;;SP;1000;;1000
93323;Sea;12/10/2021;12/02/2021;5;Cartão de crédito;;SP;1000;;1000
93323;Sea;12/03/2021;12/02/2021;5;Cartão de crédito;;SP;1000;;1000
93323;Sea;12/03/2021;12/02/2021;5;Cartão de crédito;;SP;1000;;1000
93325;Sea;;12/02/2021;5;Cartão de crédito;;SP;1000;;1000
93326;Sea;;12/02/2021;5;Boleto;;SP;1000;;1000
93327;Sea;03/16/2023;12/02/2021;5;Boleto;;PR;1000;;1000
93328;Sea;08/05/2022;12/02/2021;5;Cartão de crédito;;RJ;1000;;1000
93329;Sea;03/21/2022;12/02/2021;8;Boleto;;SP;1000;;1000
93330;Sea;;12/01/2021;10;Cartão de crédito;;SP;1000;;1000
93331;Sea;12/02/2021;12/01/2021;5;Cartão de crédito;;MA;1000;;1000
93332;Sea;02/10/2022;12/01/2021;5;Boleto;;PE;1000;;1000
93503;Sea;11/29/2021;11/12/2021;15;Cartão de crédito;;PA;1000;;1000
93504;Sea;01/24/2022;11/12/2021;15;Boleto;;SE;1000;;1000
93505;Sea;04/12/2022;11/12/2021;15;Boleto;;SP;1000;;1000
93506;Sea;01/19/2023;11/12/2021;15;Boleto;;PR;1000;;1000
93507;Sea;04/12/2022;11/12/2021;15;Cartão de crédito;;Florida;1000;;1000
93508;Sea;03/16/2022;11/12/2021;15;Cartão de crédito;;AM;1000;;1000
93509;Sea;08/01/2022;11/12/2021;15;Cartão de crédito;;RJ;1000;;1000
93510;Sea;;11/11/2021;15;Cartão de crédito;;SP;1000;;1000
93511;Sea;;11/11/2021;15;Cartão de crédito;;ES;1000;;1000
93512;Sea;08/01/2022;11/11/2021;15;Cartão de crédito;;SC;1000;;1000
93513;Sea;01/20/2022;11/11/2021;15;Boleto;;SP;1000;;1000
93514;Sea;12/16/2021;11/11/2021;15;Boleto;;SP;1000;;1000
93515;Sea;12/16/2021;11/11/2021;15;Boleto;;SP;1000;;1000
93516;Sea;12/16/2021;11/11/2021;15;Boleto;;SP;1000;;1000
93517;Sea;;11/11/2021;15;Boleto;;SP;1000;;1000
93518;Sea;06/21/2022;11/10/2021;15;Cartão de crédito;;SP;1000;;1000
93519;Sea;12/16/2021;11/10/2021;15;Boleto;;SP;1000;;1000
93520;Sea;11/09/2021;11/10/2021;15;Boleto;;SP;1000;;1000
93520;Sea;11/09/2021;11/10/2021;15;Boleto;;SP;1000;;1000
93521;Sea;05/23/2022;11/10/2021;15;Cartão de crédito;;GO;1000;;1000
93522;Sea;;11/09/2021;10;Cartão de crédito;;SP;1000;;1000
93523;Sea;;11/09/2021;25;Boleto;;RS;1000;;1000
93524;Sea;11/09/2022;11/09/2021;10;Cartão de crédito;;ES;1000;;1000
93488;Sea;11/17/2021;11/09/2021;10;Boleto;;SP;1000;;1000
93525;Sea;;11/09/2021;10;Boleto;;SP;1000;;1000
92461;Sea;11/09/2021;11/09/2021;15;Boleto;;SP;1000;;1000
92461;Sea;11/08/2021;11/09/2021;15;Boleto;;SP;1000;;1000
93526;Sea;06/22/2022;11/08/2021;10;Boleto;;SP;1000;;1000
93527;Sea;06/09/2022;11/08/2021;10;Boleto;;MG;1000;;1000
93528;Sea;01/13/2022;11/07/2021;10;Boleto;;RJ;1000;;1000
93529;Sea;12/10/2021;11/05/2021;10;Cartão de crédito;;SP;1000;;1000
93530;Sea;11/23/2021;11/05/2021;10;Boleto;;GO;1000;;1000
93531;Sea;11/05/2021;11/05/2021;10;Boleto;;MA;1000;;1000
93531;Sea;;11/05/2021;10;Cartão de crédito;;MA;1000;;1000
93532;Sea;03/02/2022;11/05/2021;10;Cartão de crédito;;PR;1000;;1000
93532;Sea;11/05/2021;11/05/2021;10;Cartão de crédito;;PR;1000;;1000
93528;Sea;11/08/2021;11/05/2021;10;Boleto;;RJ;1000;;1000
93533;Sea;;11/05/2021;10;Boleto;;SP;1000;;1000
93534;Sea;;11/05/2021;10;Cartão de crédito;;SP;1000;;1000
93535;Sea;11/29/2021;11/05/2021;10;Cartão de crédito;;MG;1000;;1000
93536;Sea;11/16/2021;11/04/2021;10;Cartão de crédito;;SP;1000;;1000
93537;Sea;;11/04/2021;5;Boleto;;SP;1000;;1000
93538;Sea;08/09/2022;11/04/2021;5;Boleto;;SP;1000;;1000
93539;Sea;;11/04/2021;5;Cartão de crédito;;SC;1000;;1000
93540;Sea;12/23/2021;11/04/2021;5;Boleto;;SP;1000;;1000
93541;Sea;02/16/2022;11/04/2021;5;Cartão de crédito;;DF;1000;;1000
93542;Sea;;11/03/2021;5;Boleto;;SP;1000;;1000
93543;Sea;;11/03/2021;5;Boleto;;AM;1000;;1000
93544;Sea;;11/03/2021;5;Boleto;;SP;1000;;1000
93153;Sea;12/10/2021;11/03/2021;5;Cartão de crédito;;SP;1000;;1000
93545;Sea;12/01/2021;11/03/2021;5;Cartão de crédito;;SP;1000;;1000
93259;Sea;11/29/2021;11/03/2021;5;Cartão de crédito;;SP;1000;;1000
93546;Sea;02/10/2022;11/03/2021;5;Cartão de crédito;;PR;1000;;1000
93547;Sea;01/11/2022;11/01/2021;5;Boleto;;DF;1000;;1000
93548;Sea;;11/01/2021;5;Boleto;;RS;1000;;1000
93552;Sea;08/12/2022;11/01/2021;5;Cartão de crédito;;SC;1000;;1000
93553;Sea;;11/01/2021;5;Boleto;;BA;1000;;1000
93554;Sea;03/09/2022;11/01/2021;5;Boleto;;SP;1000;;1000
93679;Sea;01/13/2022;10/11/2021;15;Cartão de crédito;;SP;1000;;1000
93680;Sea;;10/11/2021;15;Boleto;;SP;1000;;1000
93681;Sea;;10/11/2021;15;Cartão de crédito;;SC;1000;;1000
93682;Sea;02/11/2022;10/11/2021;15;Cartão de crédito;;SP;1000;;1000
93683;Sea;11/03/2021;10/11/2021;15;Cartão de crédito;;PE;1000;;1000
93684;Sea;;10/09/2021;23;Cartão de crédito;;SP;1000;;1000
93685;Sea;03/16/2022;10/08/2021;30;Boleto;;SP;1000;;1000
93686;Sea;02/10/2022;10/08/2021;10;Cartão de crédito;;SP;1000;;1000
93687;Sea;11/24/2021;10/08/2021;10;Boleto;;MG;1000;;1000
93688;Sea;10/13/2021;10/08/2021;10;Cartão de crédito;;SP;1000;;1000
93689;Sea;06/09/2022;10/08/2021;10;Boleto;;SP;1000;;1000
93690;Sea;04/01/2022;10/08/2021;10;Boleto;;PR;1000;;1000
93691;Sea;06/09/2022;10/07/2021;10;Cartão de crédito;;GO;1000;;1000
93661;Sea;10/08/2021;10/07/2021;7;Cartão de crédito;;DF;1000;;1000
93661;Sea;10/08/2021;10/07/2021;7;Cartão de crédito;;DF;1000;;1000
93692;Sea;;10/07/2021;10;Boleto;;SP;1000;;1000
93661;Sea;10/08/2021;10/07/2021;7;Cartão de crédito;;DF;1000;;1000
93661;Sea;10/08/2021;10/07/2021;10;Cartão de crédito;;DF;1000;;1000
93693;Sea;01/10/2023;10/07/2021;20;Boleto;;PR;1000;;1000
93661;Sea;10/08/2021;10/07/2021;7;Cartão de crédito;;DF;1000;;1000
93661;Sea;10/08/2021;10/07/2021;10;Cartão de crédito;;DF;1000;;1000
93661;Sea;10/08/2021;10/07/2021;10;Cartão de crédito;;DF;1000;;1000
93661;Sea;10/08/2021;10/07/2021;10;Cartão de crédito;;DF;1000;;1000
93661;Sea;10/08/2021;10/07/2021;10;Cartão de crédito;;DF;1000;;1000
93661;Sea;10/08/2021;10/07/2021;10;Cartão de crédito;;DF;1000;;1000
93661;Sea;10/08/2021;10/07/2021;10;Cartão de crédito;;DF;1000;;1000
93661;Sea;10/08/2021;10/07/2021;10;Cartão de crédito;;DF;1000;;1000
93661;Sea;10/08/2021;10/07/2021;10;Cartão de crédito;;DF;1000;;1000
93694;Sea;04/22/2022;10/07/2021;25;Boleto;;SP;1000;;1000
93695;Sea;01/05/2022;10/07/2021;10;Boleto;;RS;1000;;1000
93696;Sea;08/31/2022;10/07/2021;10;Boleto;;SP;1000;;1000
93697;Sea;03/27/2023;10/07/2021;10;Boleto;;SP;1000;;1000
93661;Sea;10/08/2021;10/07/2021;10;Cartão de crédito;;DF;1000;;1000
93698;Sea;10/05/2021;10/07/2021;10;Cartão de crédito;;SP;1000;;1000
93698;Sea;10/05/2021;10/07/2021;10;Cartão de crédito;;SP;1000;;1000
93698;Sea;10/05/2021;10/07/2021;10;Cartão de crédito;;SP;1000;;1000
93699;Sea;09/01/2022;10/07/2021;10;Boleto;;AL;1000;;1000
93700;Sea;07/11/2022;10/07/2021;10;Cartão de crédito;;RJ;1000;;1000
93661;Sea;10/08/2021;10/07/2021;10;Cartão de crédito;;DF;1000;;1000
93661;Sea;10/08/2021;10/07/2021;10;Cartão de crédito;;DF;1000;;1000
93701;Sea;10/07/2021;10/07/2021;7;Boleto;;SP;1000;;1000
93701;Sea;;10/07/2021;10;Boleto;;SP;1000;;1000
93702;Sea;01/03/2022;10/06/2021;10;Boleto;;SP;1000;;1000
93703;Sea;12/02/2021;10/06/2021;10;Boleto;;AM;1000;;1000
93704;Sea;12/02/2021;10/06/2021;20;Boleto;;SP;1000;;1000
93698;Sea;10/07/2021;10/05/2021;10;Cartão de crédito;;SP;1000;;1000
93706;Sea;;10/05/2021;10;Cartão de crédito;;SP;1000;;1000
93707;Sea;12/26/2022;10/05/2021;10;Cartão de crédito;;PR;1000;;1000
