nome_cliente;Plano;dt_desativacao_sac;dt_cadastro_sac;st_diavencimento_sac;tipo_pagamento;campo1;st_estado_sac;Valor_produto;Pacote_de_mensagem;MRR
93708;Sea;12/16/2021;10/05/2021;10;Cartão de crédito;;SC;1000;;1000
93709;Sea;10/11/2021;10/05/2021;10;Boleto;;SP;1000;;1000
93710;Sea;02/11/2022;10/05/2021;10;Cartão de crédito;;SP;1000;;1000
93711;Sea;;10/05/2021;10;Cartão de crédito;;MG;1000;;1000
93712;Sea;11/08/2022;10/05/2021;10;Boleto;;PR;1000;;1000
93713;Sea;10/27/2021;10/05/2021;10;Cartão de crédito;;RJ;1000;;1000
93714;Sea;;10/04/2021;5;Cartão de crédito;;MG;1000;;1000
93715;Sea;01/10/2022;10/04/2021;5;Boleto;;RJ;1000;;1000
93716;Sea;;10/04/2021;5;Cartão de crédito;;SP;1000;;1000
93717;Sea;11/01/2021;10/01/2021;5;Boleto;;RJ;1000;;1000
93718;Sea;10/08/2021;10/01/2021;5;Boleto;;CE;1000;;1000
93719;Sea;09/28/2022;10/01/2021;5;Cartão de crédito;;SC;1000;;1000
93720;Sea;11/08/2022;10/01/2021;5;Boleto;;SP;1000;;1000
93719;Sea;10/01/2021;10/01/2021;5;Cartão de crédito;;SC;1000;;1000
93845;Sea;09/16/2021;09/12/2021;15;Cartão de crédito;;AL;1000;;1000
93845;Sea;09/16/2021;09/12/2021;15;Cartão de crédito;;AL;1000;;1000
93846;Sea;09/29/2021;09/10/2021;15;Cartão de crédito;;MG;1000;;1000
93847;Sea;10/29/2021;09/10/2021;15;Cartão de crédito;;MG;1000;;1000
93848;Sea;10/15/2021;09/10/2021;15;Cartão de crédito;;SP;1000;;1000
93849;Sea;11/16/2021;09/10/2021;15;Boleto;;PR;1000;;1000
93850;Sea;11/12/2021;09/10/2021;15;Boleto;;SC;1000;;1000
93851;Sea;11/18/2021;09/10/2021;15;Cartão de crédito;;DF;1000;;1000
93847;Sea;09/13/2021;09/10/2021;15;Cartão de crédito;;MG;1000;;1000
93852;Sea;11/18/2021;09/10/2021;15;Cartão de crédito;;PE;1000;;1000
93854;Sea;10/14/2022;09/09/2021;10;Cartão de crédito;;SP;1000;;1000
93855;Sea;04/12/2022;09/09/2021;10;Boleto;;SP;1000;;1000
93856;Sea;10/11/2021;09/09/2021;10;Cartão de crédito;;SP;1000;;1000
93857;Sea;;09/09/2021;10;Cartão de crédito;;RS;1000;;1000
93858;Sea;10/08/2021;09/09/2021;10;Cartão de crédito;;PE;1000;;1000
93859;Sea;12/16/2021;09/09/2021;10;Cartão de crédito;;PR;1000;;1000
93860;Sea;;09/09/2021;10;Cartão de crédito;;SP;1000;;1000
93807;Sea;09/08/2021;09/08/2021;10;Cartão de crédito;;RJ;1000;;1000
93807;Sea;09/08/2021;09/08/2021;10;Cartão de crédito;;RJ;1000;;1000
93807;Sea;09/08/2021;09/08/2021;10;Cartão de crédito;;RJ;1000;;1000
93807;Sea;09/09/2021;09/08/2021;10;Cartão de crédito;;RJ;1000;;1000
93861;Sea;09/13/2021;09/08/2021;10;Cartão de crédito;;RJ;1000;;1000
93862;Sea;09/10/2021;09/08/2021;10;Cartão de crédito;;SP;1000;;1000
93862;Sea;07/12/2022;09/08/2021;10;Cartão de crédito;;SP;1000;;1000
93863;Sea;;09/07/2021;10;Cartão de crédito;;SP;1000;;1000
93864;Sea;;09/06/2021;10;Cartão de crédito;;SP;1000;;1000
93865;Sea;01/13/2022;09/06/2021;10;Cartão de crédito;;AL;1000;;1000
93866;Sea;02/08/2023;09/06/2021;10;Cartão de crédito;;SP;1000;;1000
93867;Sea;;09/06/2021;10;Cartão de crédito;;SP;1000;;1000
93868;Sea;09/09/2021;09/06/2021;10;Cartão de crédito;;MT;1000;;1000
93869;Sea;10/18/2021;09/04/2021;10;Cartão de crédito;;RJ;1000;;1000
93869;Sea;09/06/2021;09/04/2021;10;Cartão de crédito;;RJ;1000;;1000
93870;Sea;11/11/2021;09/04/2021;10;Cartão de crédito;;MG;1000;;1000
93871;Sea;;09/04/2021;5;Boleto;;SP;1000;;1000
93872;Sea;;09/03/2021;5;Boleto;;SP;1000;;1000
93873;Sea;01/25/2022;09/03/2021;5;Cartão de crédito;;PR;1000;;1000
93874;Sea;08/12/2022;09/03/2021;20;Boleto;;SP;1000;;1000
93875;Sea;06/14/2022;09/03/2021;5;Boleto;;SC;1000;;1000
93876;Sea;09/09/2021;09/02/2021;5;Cartão de crédito;;SP;1000;;1000
93877;Sea;;09/02/2021;5;Cartão de crédito;;SP;1000;;1000
93878;Sea;10/07/2021;09/02/2021;5;Cartão de crédito;;SP;1000;;1000
93879;Sea;;09/02/2021;5;Cartão de crédito;;RO;1000;;1000
93881;Sea;05/04/2022;09/01/2021;27;Boleto;;SP;1000;;1000
93915;Sea;08/12/2021;08/12/2021;15;Boleto;;SP;1000;;1000
93916;Sea;08/26/2021;08/12/2021;15;Cartão de crédito;;SC;1000;;1000
93917;Sea;;08/12/2021;15;Cartão de crédito;;ES;1000;;1000
93918;Sea;10/06/2021;08/12/2021;15;Boleto;;MG;1000;;1000
93919;Sea;04/29/2022;08/11/2021;15;Boleto;;SP;1000;;1000
93153;Sea;08/12/2021;08/11/2021;15;Cartão de crédito;;SP;1000;;1000
93920;Sea;;08/10/2021;15;Cartão de crédito;;SC;1000;;1000
93921;Sea;02/27/2023;08/10/2021;15;Cartão de crédito;;DF;1000;;1000
93922;Sea;;08/09/2021;10;Boleto;;ES;1000;;1000
93923;Sea;09/09/2021;08/09/2021;10;Boleto;;SP;1000;;1000
93924;Sea;10/07/2021;08/07/2021;10;Cartão de crédito;;RJ;1000;;1000
93925;Sea;;08/06/2021;26;Boleto;;PR;1000;;1000
93926;Sea;02/01/2022;08/06/2021;10;Boleto;;SP;1000;;1000
93927;Sea;01/25/2022;08/06/2021;10;Cartão de crédito;;SP;1000;;1000
93928;Sea;09/15/2021;08/05/2021;10;Boleto;;SP;1000;;1000
93929;Sea;11/11/2021;08/05/2021;10;Cartão de crédito;;SP;1000;;1000
93929;Sea;08/09/2021;08/05/2021;10;Boleto;;SP;1000;;1000
93929;Sea;08/09/2021;08/05/2021;10;Boleto;;SP;1000;;1000
93930;Sea;05/24/2022;08/05/2021;10;Boleto;;RN;1000;;1000
93931;Sea;11/11/2021;08/05/2021;10;Cartão de crédito;;PA;1000;;1000
93932;Sea;10/14/2021;08/05/2021;10;Boleto;;PR;1000;;1000
93933;Sea;08/05/2021;08/04/2021;4;Cartão de crédito;;RJ;1000;;1000
93933;Sea;08/05/2021;08/04/2021;4;Cartão de crédito;;RJ;1000;;1000
93933;Sea;08/05/2021;08/04/2021;4;Cartão de crédito;;RJ;1000;;1000
93934;Sea;09/01/2022;08/04/2021;5;Cartão de crédito;;SP;1000;;1000
93935;Sea;;08/04/2021;5;Cartão de crédito;;RJ;1000;;1000
93936;Sea;;08/04/2021;5;Cartão de crédito;;SC;1000;;1000
93937;Sea;;08/03/2021;5;Cartão de crédito;;GO;1000;;1000
93938;Sea;;08/03/2021;15;Boleto;;SP;1000;;1000
93939;Sea;09/24/2021;08/03/2021;5;Boleto;;SP;1000;;1000
93940;Sea;10/07/2021;08/03/2021;5;Cartão de crédito;;CE;1000;;1000
93941;Sea;08/16/2021;08/02/2021;5;Cartão de crédito;;SC;1000;;1000
93942;Sea;10/06/2021;08/02/2021;5;Cartão de crédito;;SP;1000;;1000
93943;Sea;10/13/2021;08/02/2021;5;Boleto;;SP;1000;;1000
93944;Sea;10/25/2021;08/02/2021;5;Cartão de crédito;;SP;1000;;1000
94054;Sea;07/15/2021;07/12/2021;15;Cartão de crédito;;SC;1000;;1000
94054;Sea;07/15/2021;07/12/2021;15;Cartão de crédito;;SC;1000;;1000
94055;Sea;;07/12/2021;15;Cartão de crédito;;SC;1000;;1000
94056;Sea;03/02/2022;07/12/2021;15;Boleto;;SP;1000;;1000
94057;Sea;08/20/2021;07/10/2021;15;Cartão de crédito;;SP;1000;;1000
94058;Sea;07/09/2021;07/09/2021;9;Cartão de crédito;;SC;1000;;1000
94058;Sea;07/09/2021;07/09/2021;9;Cartão de crédito;;SC;1000;;1000
94058;Sea;;07/09/2021;10;Cartão de crédito;;SC;1000;;1000
94059;Sea;05/20/2022;07/09/2021;10;Boleto;;MG;1000;;1000
94060;Sea;08/04/2021;07/08/2021;10;Boleto;;SP;1000;;1000
94061;Sea;08/09/2021;07/08/2021;10;Cartão de crédito;;RS;1000;;1000
94062;Sea;07/12/2022;07/08/2021;10;Boleto;;GO;1000;;1000
94063;Sea;;07/08/2021;10;Boleto;;SC;1000;;1000
94064;Sea;;07/08/2021;10;Boleto;;SC;1000;;1000
94065;Sea;;07/08/2021;10;Boleto;;SC;1000;;1000
94066;Sea;02/08/2023;07/08/2021;10;Boleto;;SP;1000;;1000
94067;Sea;;07/08/2021;10;Cartão de crédito;;RS;1000;;1000
94068;Sea;09/01/2021;07/08/2021;10;Boleto;;SP;1000;;1000
94069;Sea;06/28/2022;07/07/2021;10;Boleto;;SP;1000;;1000
94070;Sea;07/28/2021;07/07/2021;10;Cartão de crédito;;RS;1000;;1000
94071;Sea;;07/07/2021;10;Cartão de crédito;;SP;1000;;1000
94072;Sea;;07/06/2021;10;Cartão de crédito;;RS;1000;;1000
94073;Sea;09/16/2021;07/06/2021;10;Boleto;;RJ;1000;;1000
94074;Sea;06/06/2022;07/06/2021;10;Boleto;;PR;1000;;1000
94075;Sea;07/29/2022;07/05/2021;10;Boleto;;PB;1000;;1000
94076;Sea;02/17/2022;07/05/2021;10;Cartão de crédito;;PR;1000;;1000
94077;Sea;09/15/2021;07/05/2021;10;Cartão de crédito;;RJ;1000;;1000
94078;Sea;09/02/2021;07/04/2021;10;Cartão de crédito;;SC;1000;;1000
94079;Sea;11/11/2021;07/02/2021;5;Cartão de crédito;;MG;1000;;1000
94080;Sea;08/11/2021;07/02/2021;5;Cartão de crédito;;GO;1000;;1000
94081;Sea;10/04/2022;07/02/2021;5;Cartão de crédito;;SP;1000;;1000
94082;Sea;10/04/2021;07/02/2021;5;Cartão de crédito;;SP;1000;;1000
94083;Sea;10/15/2021;07/02/2021;5;Cartão de crédito;;RJ;1000;;1000
94084;Sea;05/25/2022;07/02/2021;15;Boleto;;SP;1000;;1000
94085;Sea;;07/02/2021;5;Boleto;;SP;1000;;1000
94086;Sea;06/13/2022;07/02/2021;5;Cartão de crédito;;SP;1000;;1000
94087;Sea;12/01/2021;07/02/2021;5;Boleto;;SP;1000;;1000
94088;Sea;;07/02/2021;5;Boleto;;RJ;1000;;1000
94089;Sea;07/05/2021;07/01/2021;5;Cartão de crédito;;SP;1000;;1000
94089;Sea;07/05/2021;07/01/2021;1;Cartão de crédito;;SP;1000;;1000
94089;Sea;07/01/2021;07/01/2021;1;Cartão de crédito;;SP;1000;;1000
94089;Sea;07/05/2021;07/01/2021;5;Cartão de crédito;;SP;1000;;1000
94089;Sea;07/01/2021;07/01/2021;1;Boleto;;SP;1000;;1000
94089;Sea;07/01/2021;07/01/2021;1;Boleto;;SP;1000;;1000
94090;Sea;07/01/2021;07/01/2021;5;Cartão de crédito;;PR;1000;;1000
94091;Sea;07/01/2021;07/01/2021;5;Cartão de crédito;;PR;1000;;1000
94092;Sea;;07/01/2021;5;Cartão de crédito;;SP;1000;;1000
94211;Sea;07/30/2021;06/11/2021;15;Cartão de crédito;;SP;1000;;1000
94212;Sea;03/02/2023;06/11/2021;22;Boleto;;PR;1000;;1000
94213;Sea;08/11/2021;06/11/2021;15;Cartão de crédito;;PR;1000;;1000
94214;Sea;07/15/2021;06/11/2021;15;Cartão de crédito;;RJ;1000;;1000
94215;Sea;;06/11/2021;15;Boleto;;RJ;1000;;1000
94216;Sea;;06/11/2021;15;Boleto;;SP;1000;;1000
94217;Sea;;06/11/2021;15;Boleto;;SP;1000;;1000
94218;Sea;;06/11/2021;15;Boleto;;SP;1000;;1000
94219;Sea;10/28/2022;06/11/2021;15;Cartão de crédito;;GO;1000;;1000
94220;Sea;09/15/2021;06/11/2021;15;Cartão de crédito;;SP;1000;;1000
94221;Sea;;06/10/2021;15;Cartão de crédito;;PR;1000;;1000
94134;Sea;06/17/2021;06/10/2021;15;Boleto;;SP;1000;;1000
94222;Sea;08/10/2021;06/10/2021;25;Boleto;;RS;1000;;1000
94223;Sea;02/23/2023;06/10/2021;15;Cartão de crédito;;MG;1000;;1000
94224;Sea;07/15/2022;06/10/2021;15;Boleto;;SP;1000;;1000
94225;Sea;;06/10/2021;15;Cartão de crédito;;SP;1000;;1000
94226;Sea;07/21/2021;06/10/2021;15;Cartão de crédito;;SP;1000;;1000
94227;Sea;06/16/2021;06/10/2021;15;Boleto;;RJ;1000;;1000
94228;Sea;01/04/2022;06/10/2021;15;Cartão de crédito;;RJ;1000;;1000
94229;Sea;03/03/2022;06/09/2021;10;Cartão de crédito;;SP;1000;;1000
94230;Sea;;06/09/2021;10;Boleto;;RS;1000;;1000
94231;Sea;;06/09/2021;10;Cartão de crédito;;CE;1000;;1000
94232;Sea;08/09/2021;06/09/2021;10;Cartão de crédito;;MG;1000;;1000
91768;Sea;12/20/2021;06/09/2021;20;Cartão de crédito;;RJ;1000;;1000
91768;Sea;06/09/2021;06/09/2021;10;Cartão de crédito;;RJ;1000;;1000
91768;Sea;06/09/2021;06/09/2021;10;Cartão de crédito;;DF;1000;;1000
94233;Sea;08/12/2021;06/09/2021;10;Boleto;;SC;1000;;1000
94234;Sea;02/22/2022;06/09/2021;10;Cartão de crédito;;RJ;1000;;1000
94235;Sea;11/10/2021;06/08/2021;10;Boleto;;SP;1000;;1000
94236;Sea;02/21/2022;06/08/2021;10;Boleto;;SC;1000;;1000
94237;Sea;06/08/2021;06/08/2021;10;Boleto;;SP;1000;;1000
94238;Sea;06/01/2022;06/08/2021;10;Cartão de crédito;;CE;1000;;1000
94239;Sea;06/14/2022;06/08/2021;10;Boleto;;SP;1000;;1000
94240;Sea;08/05/2021;06/08/2021;10;Cartão de crédito;;SP;1000;;1000
94241;Sea;09/23/2021;06/07/2021;10;Cartão de crédito;;SP;1000;;1000
94242;Sea;06/14/2022;06/07/2021;10;Cartão de crédito;;PB;1000;;1000
94243;Sea;;06/07/2021;10;Cartão de crédito;;RJ;1000;;1000
94243;Sea;06/07/2021;06/07/2021;10;Boleto;;RJ;1000;;1000
94244;Sea;11/10/2021;06/07/2021;10;Boleto;;SP;1000;;1000
94245;Sea;11/19/2021;06/07/2021;10;Cartão de crédito;;SP;1000;;1000
94246;Sea;07/07/2021;06/07/2021;10;Boleto;;SP;1000;;1000
94247;Sea;06/16/2021;06/07/2021;10;Cartão de crédito;;RN;1000;;1000
94248;Sea;09/01/2021;06/07/2021;10;Cartão de crédito;;SP;1000;;1000
94249;Sea;06/17/2022;06/07/2021;10;Boleto;;MG;1000;;1000
94250;Sea;04/28/2022;06/07/2021;10;Cartão de crédito;;SP;1000;;1000
94251;Sea;;06/04/2021;5;Cartão de crédito;;RS;1000;;1000
94252;Sea;09/16/2021;06/04/2021;5;Boleto;;AM;1000;;1000
94253;Sea;06/25/2021;06/04/2021;5;Cartão de crédito;;GO;1000;;1000
94254;Sea;01/05/2023;06/04/2021;5;Cartão de crédito;;BA;1000;;1000
94255;Sea;05/25/2022;06/04/2021;15;Boleto;;PR;1000;;1000
94256;Sea;09/09/2021;06/03/2021;5;Cartão de crédito;;SP;1000;;1000
94257;Sea;09/08/2022;06/02/2021;5;Cartão de crédito;;SP;1000;;1000
94258;Sea;06/28/2021;06/02/2021;5;Cartão de crédito;;SP;1000;;1000
94259;Sea;07/01/2021;06/02/2021;5;Cartão de crédito;;RJ;1000;;1000
94260;Sea;02/10/2022;06/02/2021;5;Boleto;;GO;1000;;1000
94261;Sea;11/19/2021;06/02/2021;10;Cartão de crédito;;MG;1000;;1000
94262;Sea;10/25/2021;06/02/2021;5;Cartão de crédito;;SP;1000;;1000
94263;Sea;12/07/2021;06/02/2021;5;Cartão de crédito;;SP;1000;;1000
94264;Sea;;06/01/2021;5;Boleto;;RJ;1000;;1000
94265;Sea;;06/01/2021;5;Boleto;;PE;1000;;1000
94266;Sea;03/16/2023;06/01/2021;5;Cartão de crédito;;SC;1000;;1000
94267;Sea;06/01/2021;06/01/2021;5;Cartão de crédito;;RJ;1000;;1000
94267;Sea;08/05/2021;06/01/2021;5;Cartão de crédito;;RJ;1000;;1000
94267;Sea;06/01/2021;06/01/2021;5;Cartão de crédito;;RJ;1000;;1000
94267;Sea;06/01/2021;06/01/2021;5;Cartão de crédito;;RJ;1000;;1000
94267;Sea;06/01/2021;06/01/2021;5;Cartão de crédito;;RJ;1000;;1000
94392;Sea;09/09/2021;05/12/2021;15;Cartão de crédito;;SP;1000;;1000
94393;Sea;;05/12/2021;15;Cartão de crédito;;SP;1000;;1000
94394;Sea;08/26/2021;05/12/2021;15;Cartão de crédito;;SP;1000;;1000
94395;Sea;05/12/2021;05/12/2021;15;Cartão de crédito;;SP;1000;;1000
94396;Sea;05/12/2021;05/12/2021;15;Cartão de crédito;;SP;1000;;1000
94396;Sea;05/12/2021;05/12/2021;15;Cartão de crédito;;SP;1000;;1000
94397;Sea;05/12/2021;05/12/2021;15;Cartão de crédito;;PR;1000;;1000
94398;Sea;04/25/2023;05/12/2021;15;Boleto;;SC;1000;;1000
94399;Sea;07/28/2021;05/12/2021;10;Boleto;;SP;1000;;1000
94400;Sea;08/26/2021;05/12/2021;15;Boleto;;ES;1000;;1000
94401;Sea;;05/12/2021;15;Cartão de crédito;;SC;1000;;1000
94402;Sea;03/25/2022;05/12/2021;15;Cartão de crédito;;PE;1000;;1000
94403;Sea;05/12/2021;05/12/2021;12;Cartão de crédito;;SP;1000;;1000
94403;Sea;05/12/2021;05/12/2021;12;Cartão de crédito;;SP;1000;;1000
94403;Sea;05/12/2021;05/12/2021;12;Cartão de crédito;;SP;1000;;1000
94404;Sea;;05/12/2021;15;Boleto;;PB;1000;;1000
94403;Sea;11/18/2021;05/12/2021;15;Cartão de crédito;;SP;1000;;1000
94405;Sea;05/12/2021;05/12/2021;15;Cartão de crédito;;SP;1000;;1000
94405;Sea;05/12/2021;05/12/2021;15;Cartão de crédito;;SP;1000;;1000
94405;Sea;05/12/2021;05/12/2021;15;Cartão de crédito;;SP;1000;;1000
94406;Sea;06/18/2021;05/11/2021;15;Cartão de crédito;;RJ;1000;;1000
94407;Sea;05/16/2022;05/11/2021;15;Cartão de crédito;;SP;1000;;1000
94408;Sea;05/18/2022;05/11/2021;15;Cartão de crédito;;SP;1000;;1000
94409;Sea;08/06/2021;05/11/2021;15;Cartão de crédito;;SP;1000;;1000
94410;Sea;05/26/2022;05/10/2021;15;Boleto;;SP;1000;;1000
94411;Sea;;05/10/2021;15;Boleto;;SP;1000;;1000
94412;Sea;05/10/2021;05/10/2021;15;Boleto;;SP;1000;;1000
94413;Sea;05/13/2021;05/10/2021;15;Cartão de crédito;;DF;1000;;1000
94414;Sea;05/13/2021;05/10/2021;15;Cartão de crédito;;DF;1000;;1000
94415;Sea;;05/07/2021;10;Cartão de crédito;;BA;1000;;1000
94416;Sea;11/11/2021;05/07/2021;10;Cartão de crédito;;SP;1000;;1000
94417;Sea;05/07/2021;05/07/2021;10;Cartão de crédito;;DF;1000;;1000
94418;Sea;;05/07/2021;10;Boleto;;SC;1000;;1000
94419;Sea;07/22/2021;05/07/2021;10;Cartão de crédito;;SP;1000;;1000
94420;Sea;05/06/2021;05/07/2021;7;Cartão de crédito;;RJ;1000;;1000
94420;Sea;08/03/2021;05/07/2021;10;Cartão de crédito;;RJ;1000;;1000
94421;Sea;;05/07/2021;7;Cartão de crédito;;SP;1000;;1000
94422;Sea;09/29/2021;05/07/2021;10;Boleto;;SP;1000;;1000
94423;Sea;;05/07/2021;10;Boleto;;PR;1000;;1000
94424;Sea;05/06/2021;05/06/2021;10;Cartão de crédito;;SP;1000;;1000
94425;Sea;;05/06/2021;10;Cartão de crédito;;SP;1000;;1000
94426;Sea;06/17/2021;05/06/2021;10;Boleto;;PR;1000;;1000
94427;Sea;05/06/2021;05/06/2021;10;Boleto;;Flórida;1000;;1000
94428;Sea;05/06/2021;05/06/2021;10;Cartão de crédito;;SP;1000;;1000
94429;Sea;05/20/2022;05/06/2021;10;Cartão de crédito;;SP;1000;;1000
94430;Sea;05/31/2021;05/06/2021;10;Cartão de crédito;;PB;1000;;1000
94431;Sea;06/10/2021;05/06/2021;10;Boleto;;SP;1000;;1000
94432;Sea;05/24/2022;05/06/2021;10;Boleto;;SC;1000;;1000
94428;Sea;05/06/2021;05/06/2021;10;Cartão de crédito;;SP;1000;;1000
94433;Sea;05/02/2022;05/05/2021;10;Boleto;;SP;1000;;1000
94434;Sea;03/02/2023;05/05/2021;10;Cartão de crédito;;DF;1000;;1000
94435;Sea;07/30/2021;05/05/2021;10;Cartão de crédito;;RJ;1000;;1000
94436;Sea;08/09/2021;05/05/2021;10;Cartão de crédito;;SP;1000;;1000
94437;Sea;;05/05/2021;10;Cartão de crédito;;PR;1000;;1000
94438;Sea;;05/05/2021;17;Boleto;;SP;1000;;1000
94439;Sea;05/21/2021;05/05/2021;10;Cartão de crédito;;SP;1000;;1000
94440;Sea;05/04/2022;05/05/2021;10;Cartão de crédito;;PI;1000;;1000
94428;Sea;05/04/2021;05/04/2021;5;Cartão de crédito;;SP;1000;;1000
94441;Sea;06/13/2021;05/04/2021;5;Cartão de crédito;;DF;1000;;1000
94428;Sea;05/04/2021;05/04/2021;5;Cartão de crédito;;SP;1000;;1000
94442;Sea;06/30/2021;05/04/2021;5;Cartão de crédito;;ES;1000;;1000
94443;Sea;09/09/2021;05/04/2021;5;Boleto;;CE;1000;;1000
94444;Sea;09/28/2021;05/04/2021;5;Cartão de crédito;;SP;1000;;1000
94445;Sea;11/21/2022;05/04/2021;5;Cartão de crédito;;BA;1000;;1000
94428;Sea;05/04/2021;05/04/2021;5;Cartão de crédito;;SP;1000;;1000
94446;Sea;;05/04/2021;5;Cartão de crédito;;SP;1000;;1000
94447;Sea;06/15/2021;05/04/2021;15;Boleto;;SP;1000;;1000
94448;Sea;01/12/2023;05/04/2021;5;Cartão de crédito;;SP;1000;;1000
94449;Sea;10/19/2021;05/03/2021;5;Cartão de crédito;;SP;1000;;1000
94450;Sea;;05/03/2021;5;Cartão de crédito;;SP;1000;;1000
94451;Sea;;05/03/2021;5;Cartão de crédito;;SP;1000;;1000
94452;Sea;06/01/2022;05/03/2021;5;Cartão de crédito;;PR;1000;;1000
94428;Sea;05/03/2021;05/03/2021;5;Cartão de crédito;;SP;1000;;1000
94453;Sea;06/08/2021;05/02/2021;5;Cartão de crédito;;ES;1000;;1000
94569;Sea;02/14/2022;04/12/2021;15;Cartão de crédito;;CE;1000;;1000
94570;Sea;;04/12/2021;15;Cartão de crédito;;SP;1000;;1000
94571;Sea;04/30/2021;04/12/2021;15;Boleto;;GO;1000;;1000
94572;Sea;;04/12/2021;15;Boleto;;SP;1000;;1000
94573;Sea;04/12/2021;04/12/2021;15;Cartão de crédito;;GO;1000;;1000
94574;Sea;;04/12/2021;15;Boleto;;SP;1000;;1000
94575;Sea;06/06/2022;04/12/2021;15;Boleto;;MG;1000;;1000
94576;Sea;07/22/2021;04/11/2021;15;Cartão de crédito;;BA;1000;;1000
94577;Sea;08/19/2021;04/11/2021;15;Cartão de crédito;;ES;1000;;1000
94578;Sea;07/22/2021;04/11/2021;15;Cartão de crédito;;MG;1000;;1000
94579;Sea;07/28/2022;04/09/2021;10;Cartão de crédito;;MT;1000;;1000
94580;Sea;12/13/2021;04/09/2021;10;Boleto;;DF;1000;;1000
94581;Sea;05/20/2022;04/09/2021;10;Cartão de crédito;;SP;1000;;1000
94582;Sea;05/23/2022;04/09/2021;10;Cartão de crédito;;DF;1000;;1000
94583;Sea;08/30/2021;04/09/2021;10;Boleto;;SP;1000;;1000
94584;Sea;05/03/2021;04/08/2021;10;Cartão de crédito;;SC;1000;;1000
94585;Sea;08/01/2022;04/08/2021;10;Cartão de crédito;;SP;1000;;1000
94586;Sea;09/16/2021;04/08/2021;10;Boleto;;MG;1000;;1000
94587;Sea;;04/08/2021;10;Cartão de crédito;;BA;1000;;1000
94588;Sea;09/28/2022;04/07/2021;10;Cartão de crédito;;SC;1000;;1000
94589;Sea;05/20/2022;04/07/2021;10;Boleto;;PR;1000;;1000
94590;Sea;;04/07/2021;10;Boleto;;SP;1000;;1000
94591;Sea;05/20/2022;04/06/2021;10;Boleto;;RJ;1000;;1000
94592;Sea;05/18/2021;04/06/2021;10;Boleto;;RJ;1000;;1000
94593;Sea;02/01/2023;04/06/2021;10;Cartão de crédito;;RJ;1000;;1000
94594;Sea;05/24/2022;04/06/2021;10;Boleto;;PR;1000;;1000
94595;Sea;01/11/2022;04/06/2021;10;Cartão de crédito;;SP;1000;;1000
94596;Sea;08/11/2021;04/06/2021;10;Cartão de crédito;;RN;1000;;1000
94597;Sea;06/10/2021;04/06/2021;10;Cartão de crédito;;SP;1000;;1000
94598;Sea;04/06/2021;04/06/2021;10;Cartão de crédito;;SC;1000;;1000
94599;Sea;11/23/2021;04/06/2021;10;Cartão de crédito;;SC;1000;;1000
94600;Sea;09/09/2022;04/06/2021;10;Cartão de crédito;;MS;1000;;1000
94601;Sea;06/24/2021;04/06/2021;10;Cartão de crédito;;CE;1000;;1000
94602;Sea;07/08/2021;04/05/2021;10;Boleto;;SP;1000;;1000
94603;Sea;09/30/2022;04/05/2021;10;Cartão de crédito;;SP;1000;;1000
94604;Sea;02/01/2023;04/05/2021;10;Cartão de crédito;;MG;1000;;1000
94605;Sea;06/14/2022;04/05/2021;10;Cartão de crédito;;PE;1000;;1000
94606;Sea;04/23/2021;04/01/2021;5;Cartão de crédito;;RS;1000;;1000
94606;Sea;04/01/2021;04/01/2021;5;Cartão de crédito;;RS;1000;;1000
94607;Sea;05/19/2022;04/01/2021;5;Cartão de crédito;;SC;1000;;1000
94608;Sea;;04/01/2021;15;Boleto;;SP;1000;;1000
94609;Sea;;04/01/2021;5;Cartão de crédito;;AM;1000;;1000
94610;Sea;06/22/2022;04/01/2021;5;Cartão de crédito;;SP;1000;;1000
94611;Sea;04/22/2021;04/01/2021;5;Cartão de crédito;;SP;1000;;1000
94612;Sea;06/04/2021;04/01/2021;5;Cartão de crédito;;RS;1000;;1000
94613;Sea;09/09/2021;04/01/2021;5;Boleto;;PE;1000;;1000
94703;Sea;10/19/2021;03/12/2021;15;Cartão de crédito;;SP;1000;;1000
94704;Sea;07/13/2022;03/12/2021;15;Cartão de crédito;;SP;1000;;1000
94705;Sea;03/16/2022;03/12/2021;15;Boleto;;SC;1000;;1000
94706;Sea;03/11/2022;03/12/2021;15;Boleto;;DF;1000;;1000
94707;Sea;08/12/2021;03/12/2021;15;Cartão de crédito;;BA;1000;;1000
94708;Sea;05/05/2021;03/12/2021;15;Cartão de crédito;;SC;1000;;1000
94709;Sea;09/08/2021;03/12/2021;15;Cartão de crédito;;PR;1000;;1000
94710;Sea;10/21/2021;03/12/2021;15;Cartão de crédito;;BA;1000;;1000
94710;Sea;03/12/2021;03/12/2021;15;Cartão de crédito;;BA;1000;;1000
94711;Sea;04/05/2021;03/12/2021;15;Cartão de crédito;;MG;1000;;1000
94712;Sea;04/12/2022;03/11/2021;15;Boleto;;MG;1000;;1000
94710;Sea;03/23/2021;03/11/2021;15;Cartão de crédito;;BA;1000;;1000
94713;Sea;05/10/2022;03/11/2021;15;Cartão de crédito;;SP;1000;;1000
94714;Sea;04/13/2021;03/11/2021;11;Cartão de crédito;;PE;1000;;1000
94714;Sea;06/23/2021;03/11/2021;15;Cartão de crédito;;PE;1000;;1000
94715;Sea;10/14/2021;03/11/2021;15;Cartão de crédito;;RN;1000;;1000
